Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
03,BRAGA                         ,09,POVOA DE LANHOSO              ,19,POVOA DE LANHOSO (N. SENHORA DO AMPARO)           ,POVOA DE LANHOSO (N. SENHORA DO AMPARO)           ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,21,RENDUFINHO                                        ,RENDUFINHO                                        ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,22,SANTO EMILIÃO                                     ,SANTO EMILIÃO                                     ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,23,S. JOÃO DE REI                                    ,S. JOÃO DE REI                                    ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,24,SERZEDELO                                         ,SERZEDELO                                         ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,25,SOBRADELO DA GOMA                                 ,SOBRADELO DA GOMA                                 ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,26,TAIDE                                             ,TAIDE                                             ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,27,TRAVASSOS                                         ,TRAVASSOS                                         ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,29,VILELA                                            ,VILELA                                            ,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,30,ÁGUAS SANTAS E MOURE                              ,UNIÃO DAS FREGUESIAS DE ÁGUAS SANTAS E MOURE,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,31,CALVOS E FRADES                                   ,UNIÃO DAS FREGUESIAS DE CALVOS E FRADES,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,32,CAMPOS E LOUREDO                                  ,UNIÃO DAS FREGUESIAS DE CAMPOS E LOUREDO,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,33,ESPERANÇA E BRUNHAIS                              ,UNIÃO DAS FREGUESIAS DE ESPERANÇA E BRUNHAIS,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,34,FONTE ARCADA E OLIVEIRA                           ,UNIÃO DAS FREGUESIAS DE FONTE ARCADA E OLIVEIRA,0426,POVOA DE LANHOSO              
03,BRAGA                         ,09,POVOA DE LANHOSO              ,35,"VERIM, FRIANDE E AJUDE                            ","UNIÃO DAS FREGUESIAS DE VERIM, FRIANDE E AJUDE",0426,POVOA DE LANHOSO              
03,BRAGA                         ,10,TERRAS DE BOURO               ,01,BALANÇA                                           ,BALANÇA                                           ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,03,CAMPO DO GERES                                    ,CAMPO DO GERES                                    ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,04,CARVALHEIRA                                       ,CARVALHEIRA                                       ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,08,COVIDE                                            ,COVIDE                                            ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,09,GONDORIZ                                          ,GONDORIZ                                          ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,10,MOIMENTA                                          ,MOIMENTA                                          ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,12,RIBEIRA                                           ,RIBEIRA                                           ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,13,RIO CALDO                                         ,RIO CALDO                                         ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,14,SOUTO                                             ,SOUTO                                             ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,15,VALDOSENDE                                        ,VALDOSENDE                                        ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,17,VILAR DA VEIGA                                    ,VILAR DA VEIGA                                    ,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,18,CHAMOIM E VILAR                                   ,UNIÃO DAS FREGUESIAS DE CHAMOIM E VILAR,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,19,CHORENSE E MONTE                                  ,UNIÃO DAS FREGUESIAS DE CHORENSE E MONTE,0434,TERRAS DE BOURO               
03,BRAGA                         ,10,TERRAS DE BOURO               ,20,CIBÕES E BRUFE                                    ,UNIÃO DAS FREGUESIAS DE CIBÕES E BRUFE,0434,TERRAS DE BOURO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,05,CANTELÃES                                         ,CANTELÃES                                         ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,07,EIRA VEDRA                                        ,EIRA VEDRA                                        ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,08,GUILHOFREI                                        ,GUILHOFREI                                        ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,09,LOUREDO                                           ,LOUREDO                                           ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,10,MOSTEIRO                                          ,MOSTEIRO                                          ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,11,PARADA DO BOURO                                   ,PARADA DO BOURO                                   ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,12,PINHEIRO                                          ,PINHEIRO                                          ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,13,ROSSAS                                            ,ROSSAS                                            ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,15,SALAMONDE                                         ,SALAMONDE                                         ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,18,TABUAÇAS                                          ,TABUAÇAS                                          ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,20,VIEIRA DO MINHO                                   ,VIEIRA DO MINHO                                   ,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,22,ANISSÓ E SOUTELO                                  ,UNIÃO DAS FREGUESIAS DE ANISSÓ E SOUTELO,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,23,ANJOS E VILAR DO CHÃO                             ,UNIÃO DAS FREGUESIAS DE ANJOS E VILAR DO CHÃO,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,24,CANIÇADA E SOENGAS                                ,UNIÃO DAS FREGUESIAS DE CANIÇADA E SOENGAS,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,25,RUIVÃES E CAMPOS                                  ,UNIÃO DAS FREGUESIAS DE RUIVÃES E CAMPOS,0442,VIEIRA DO MINHO               
03,BRAGA                         ,11,VIEIRA DO MINHO               ,26,VENTOSA E COVA                                    ,UNIÃO DAS FREGUESIAS DE VENTOSA E COVA,0442,VIEIRA DO MINHO               
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,04,BAIRRO                                            ,BAIRRO                                            ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,06,BRUFE                                             ,BRUFE                                             ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,10,CASTELÕES                                         ,CASTELÕES                                         ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,12,CRUZ                                              ,CRUZ                                              ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,13,DELÃES                                            ,DELÃES                                            ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,15,FRADELOS                                          ,FRADELOS                                          ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,16,GAVIÃO                                            ,GAVIÃO                                            ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,19,JOANE                                             ,JOANE                                             ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,21,LANDIM                                            ,LANDIM                                            ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,23,LOURO                                             ,LOURO                                             ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,24,LOUSADO                                           ,LOUSADO                                           ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,25,MOGEGE                                            ,MOGEGE                                            ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,27,NINE                                              ,NINE                                              ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,30,PEDOME                                            ,PEDOME                                            ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,32,POUSADA DE SARAMAGOS                              ,POUSADA DE SARAMAGOS                              ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,33,REQUIÃO                                           ,REQUIÃO                                           ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,34,RIBA DE AVE                                       ,RIBA DE AVE                                       ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,35,RIBEIRÃO                                          ,RIBEIRÃO                                          ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,39,OLIVEIRA (SANTA MARIA)                            ,OLIVEIRA (SANTA MARIA)                            ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,41,VALE (S. MARTINHO)                                ,VALE (S. MARTINHO)                                ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,42,OLIVEIRA (S. MATEUS)                              ,OLIVEIRA (S. MATEUS)                              ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,47,VERMOIM                                           ,VERMOIM                                           ,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,49,VILARINHO DAS CAMBAS                              ,VILARINHO DAS CAMBAS                              ,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,50,ANTAS E ABADE DE VERMOIM                          ,UNIÃO DAS FREGUESIAS DE ANTAS E ABADE DE VERMOIM,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,51,ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES    ,UNIÃO DAS FREGUESIAS DE ARNOSO (SANTA MARIA E SANTA EULÁLIA) E SEZURES,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,52,AVIDOS E LAGOA                                    ,UNIÃO DAS FREGUESIAS DE AVIDOS E LAGOA,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,53,CARREIRA E BENTE                                  ,UNIÃO DAS FREGUESIAS DE CARREIRA E BENTE,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,54,ESMERIZ E CABEÇUDOS                               ,UNIÃO DAS FREGUESIAS DE ESMERIZ E CABEÇUDOS,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,55,"GONDIFELOS, CAVALÕES E OUTIZ                      ","UNIÃO DAS FREGUESIAS DE GONDIFELOS, CAVALÕES E OUTIZ",3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,56,"LEMENHE, MOUQUIM E JESUFREI                       ","UNIÃO DAS FREGUESIAS DE LEMENHE, MOUQUIM E JESUFREI",3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,57,RUIVÃES E NOVAIS                                  ,UNIÃO DAS FREGUESIAS DE RUIVÃES E NOVAIS,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,58,SEIDE                                             ,UNIÃO DAS FREGUESIAS DE SEIDE,0450,VILA N.FAMALICAO-1.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,59,"VALE (SÃO COSME), TELHADO E PORTELA               ","UNIÃO DAS FREGUESIAS DE VALE (SÃO COSME), TELHADO E PORTELA",3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,12,VILA NOVA DE FAMALICÃO        ,60,VILA NOVA DE FAMALICÃO E CALENDÁRIO               ,UNIÃO DAS FREGUESIAS DE VILA NOVA DE FAMALICÃO E CALENDÁRIO,3590,VILA N.FAMALICAO 2.           
03,BRAGA                         ,13,VILA VERDE                    ,04,ATIÃES                                            ,ATIÃES                                            ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,08,CABANELAS                                         ,CABANELAS                                         ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,09,CERVÃES                                           ,CERVÃES                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,11,COUCIEIRO                                         ,COUCIEIRO                                         ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,13,DOSSÃOS                                           ,DOSSÃOS                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,16,FREIRIZ                                           ,FREIRIZ                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,17,GÊME                                              ,GÊME ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,23,LAGE                                              ,LAGE,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,24,LANHAS                                            ,LANHAS                                            ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,25,LOUREIRA                                          ,LOUREIRA                                          ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,28,MOURE                                             ,MOURE                                             ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,30,OLEIROS                                           ,OLEIROS                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,31,PARADA DE GATIM                                   ,PARADA DE GATIM                                   ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,35,PICO                                              ,PICO                                              ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,37,PONTE                                             ,PONTE                                             ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,40,SABARIZ                                           ,SABARIZ                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,42,VILA DE PRADO                                     ,VILA DE PRADO                                     ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,50,PRADO (S. MIGUEL)                                 ,PRADO (S. MIGUEL)                                 ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,52,SOUTELO                                           ,SOUTELO                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,54,TURIZ                                             ,TURIZ                                             ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,55,VALDREU                                           ,VALDREU                                           ,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,59,ABOIM DA NÓBREGA E GONDOMAR                       ,ABOIM DA NÓBREGA E GONDOMAR,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,60,RIBEIRA DO NEIVA                                  ,UNIÃO DAS FREGUESIAS DA RIBEIRA DO NEIVA,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,61,CARREIRAS (SÃO MIGUEL) E CARREIRAS (SANTIAGO)     ,UNIÃO DAS FREGUESIAS DE CARREIRAS (SÃO MIGUEL) E CARREIRAS (SANTIAGO),0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,62,ESCARIZ (SÃO MAMEDE) E ESCARIZ (SÃO MARTINHO)     ,UNIÃO DAS FREGUESIAS DE ESCARIZ (SÃO MAMEDE) E ESCARIZ (SÃO MARTINHO),0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,63,"ESQUEIROS, NEVOGILDE E TRAVASSÓS                  ","UNIÃO DAS FREGUESIAS DE ESQUEIROS, NEVOGILDE E TRAVASSÓS",0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,64,MARRANCOS E ARCOZELO                              ,UNIÃO DAS FREGUESIAS DE MARRANCOS E ARCOZELO,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,65,ORIZ (SANTA MARINHA) E ORIZ (SÃO MIGUEL)          ,UNIÃO DAS FREGUESIAS DE ORIZ (SANTA MARINHA) E ORIZ (SÃO MIGUEL),0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,66,"PICO DE REGALADOS, GONDIÃES E MÓS                 ","UNIÃO DAS FREGUESIAS DE PICO DE REGALADOS, GONDIÃES E MÓS",0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,67,"SANDE, VILARINHO, BARROS E GOMIDE                 ","UNIÃO DAS FREGUESIAS DE SANDE, VILARINHO, BARROS E GOMIDE",0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,68,"VALBOM (SÃO PEDRO), PASSÔ E VALBOM (SÃO MARTINHO) ","UNIÃO DAS FREGUESIAS DE VALBOM (SÃO PEDRO), PASSÔ E VALBOM (SÃO MARTINHO)",0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,69,VADE                                              ,UNIÃO DAS FREGUESIAS DO VADE,0469,VILA VERDE                    
03,BRAGA                         ,13,VILA VERDE                    ,70,VILA VERDE E BARBUDO                              ,VILA VERDE E BARBUDO,0469,VILA VERDE                    
03,BRAGA                         ,14,VIZELA                        ,01,INFIAS                                            ,INFIAS                                            ,4200,VIZELA                        
03,BRAGA                         ,14,VIZELA                        ,02,SANTA EULÁLIA                                     ,SANTA EULÁLIA                                     ,4200,VIZELA                        
03,BRAGA                         ,14,VIZELA                        ,03,SANTO ADRIÃO DE VIZELA                            ,SANTO ADRIÃO DE VIZELA                            ,4200,VIZELA                        
03,BRAGA                         ,14,VIZELA                        ,08,CALDAS DE VIZELA (SÃO MIGUEL E SÃO JOÃO)          ,UNIÃO DAS FREGUESIAS DE CALDAS DE VIZELA (SÃO MIGUEL E SÃO JOÃO),4200,VIZELA                        
03,BRAGA                         ,14,VIZELA                        ,09,TAGILDE E VIZELA (SÃO PAIO)                       ,UNIÃO DAS FREGUESIAS DE TAGILDE E VIZELA (SÃO PAIO),4200,VIZELA                        
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,02,ALFANDEGA DA FE                                   ,ALFANDEGA DA FE                                   ,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,03,CEREJAIS                                          ,CEREJAIS                                          ,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,11,SAMBADE                                           ,SAMBADE                                           ,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,18,VILAR CHÃO                                        ,VILAR CHÃO                                        ,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,19,VILARELHOS                                        ,VILARELHOS                                        ,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,20,VILARES DE VILARIÇA                               ,VILARES DE VILARIÇA                               ,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,21,"AGROBOM, SALDONHA E VALE PEREIRO                  ","UNIÃO DAS FREGUESIAS DE AGROBOM, SALDONHA E VALE PEREIRO",0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,22,"EUCISIA, GOUVEIA E VALVERDE                       ","UNIÃO DAS FREGUESIAS DE EUCISIA, GOUVEIA E VALVERDE",0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,23,FERRADOSA E SENDIM DA SERRA                       ,UNIÃO DAS FREGUESIAS DE FERRADOSA E SENDIM DA SERRA,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,24,GEBELIM E SOEIMA                                  ,UNIÃO DAS FREGUESIAS DE GEBELIM E SOEIMA,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,25,PARADA E SENDIM DA RIBEIRA                        ,UNIÃO DAS FREGUESIAS DE PARADA E SENDIM DA RIBEIRA,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,01,ALFANDEGA DA FE               ,26,POMBAL E VALES                                    ,UNIÃO DAS FREGUESIAS DE POMBAL E VALES,0477,ALFANDEGA DA FE               
04,BRAGANCA                      ,02,BRAGANÇA                      ,01,ALFAIÃO                                           ,ALFAIÃO                                           ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,03,BABE                                              ,BABE                                              ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,04,BAÇAL                                             ,BAÇAL                                             ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,06,CARRAGOSA                                         ,CARRAGOSA                                         ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,09,CASTRO DE AVELÃS                                  ,CASTRO DE AVELÃS                                  ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,10,COELHOSO                                          ,COELHOSO                                          ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,12,DONAI                                             ,DONAI                                             ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,13,ESPINHOSELA                                       ,ESPINHOSELA                                       ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,15,FRANÇA                                            ,FRANÇA                                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,16,GIMONDE                                           ,GIMONDE                                           ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,17,GONDESENDE                                        ,GONDESENDE                                        ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,18,GOSTEI                                            ,GOSTEI                                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,19,GRIJO DE PARADA                                   ,GRIJO DE PARADA                                   ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,21,MACEDO DO MATO                                    ,MACEDO DO MATO                                    ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,24,MOS                                               ,MOS                                               ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,25,NOGUEIRA                                          ,NOGUEIRA                                          ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,26,OUTEIRO                                           ,OUTEIRO                                           ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,29,PARAMIO                                           ,PARAMIO                                           ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,30,PINELA                                            ,PINELA                                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,32,QUINTANILHA                                       ,QUINTANILHA                                       ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,33,QUINTELA DE LAMPAÇAS                              ,QUINTELA DE LAMPAÇAS                              ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,34,RABAL                                             ,RABAL                                             ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,36,REBORDÃOS                                         ,REBORDÃOS                                         ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,39,SALSAS                                            ,SALSAS                                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,40,SAMIL                                             ,SAMIL                                             ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,41,SANTA COMBA DE ROSSAS                             ,SANTA COMBA DE ROSSAS                             ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,44,S. PEDRO DE SERRACENOS                            ,S. PEDRO DE SERRACENOS                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,46,SENDAS                                            ,SENDAS                                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,47,SERAPICOS                                         ,SERAPICOS                                         ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,48,SORTES                                            ,SORTES                                            ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,49,ZOIO                                              ,ZOIO                                              ,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,50,AVELEDA E RIO DE ONOR                             ,UNIÃO DAS FREGUESIAS DE AVELEDA E RIO DE ONOR,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,51,CASTRELOS E CARRAZEDO                             ,UNIÃO DAS FREGUESIAS DE CASTRELOS E CARRAZEDO,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,52,"IZEDA, CALVELHE E PARADINHA NOVA                  ","UNIÃO DAS FREGUESIAS DE IZEDA, CALVELHE E PARADINHA NOVA",0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,53,PARADA E FAÍLDE                                   ,UNIÃO DAS FREGUESIAS DE PARADA E FAÍLDE,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,54,REBORDAINHOS E POMBARES                           ,UNIÃO DAS FREGUESIAS DE REBORDAINHOS E POMBARES,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,55,RIO FRIO E MILHÃO                                 ,UNIÃO DAS FREGUESIAS DE RIO FRIO E MILHÃO,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,56,SÃO JULIÃO DE PALÁCIOS E DEILÃO                   ,UNIÃO DAS FREGUESIAS DE SÃO JULIÃO DE PALÁCIOS E DEILÃO,0485,BRAGANCA                      
04,BRAGANCA                      ,02,BRAGANÇA                      ,57,"SÉ, SANTA MARIA E MEIXEDO                         ","UNIÃO DAS FREGUESIAS DE SÉ, SANTA MARIA E MEIXEDO",0485,BRAGANCA                      
04,BRAGANCA                      ,03,CARRAZEDA DE ANSIÃES          ,04,CARRAZEDA DE ANSIÃES                              ,CARRAZEDA DE ANSIÃES                              ,0493,CARRAZEDA DE ANSIAES          
