Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
01,AVEIRO                        ,01,AGUEDA                        ,03,AGUADA DE CIMA                                    ,AGUADA DE CIMA                                    ,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,09,FERMENTELOS                                       ,FERMENTELOS                                       ,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,12,MACINHATA DO VOUGA                                ,MACINHATA DO VOUGA                                ,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,19,VALONGO DO VOUGA                                  ,VALONGO DO VOUGA                                  ,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,21,ÁGUEDA E BORRALHA                                 ,UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,22,BARRÔ E AGUADA DE BAIXO                           ,UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,23,"BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO  ","UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO",0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,24,RECARDÃES E ESPINHEL                              ,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,25,TRAVASSÔ E ÓIS DA RIBEIRA                         ,UNIÃO DAS FREGUESIAS DE TRAVASSÔ E ÓIS DA RIBEIRA,0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,26,"TROFA, SEGADÃES E LAMAS DO VOUGA                  ","UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA",0019,AGUEDA                        
01,AVEIRO                        ,01,AGUEDA                        ,27,PRÉSTIMO E MACIEIRA DE ALCOBA                     ,UNIÃO DAS FREGUESIAS DO PRÉSTIMO E MACIEIRA DE ALCOBA,0019,AGUEDA                        
01,AVEIRO                        ,02,ALBERGARIA-A-VELHA            ,02,ALQUERUBIM                                        ,ALQUERUBIM                                        ,0027,ALBERGARIA-A-VELHA            
01,AVEIRO                        ,02,ALBERGARIA-A-VELHA            ,03,ANGEJA                                            ,ANGEJA                                            ,0027,ALBERGARIA-A-VELHA            
01,AVEIRO                        ,02,ALBERGARIA-A-VELHA            ,04,BRANCA                                            ,BRANCA                                            ,0027,ALBERGARIA-A-VELHA            
01,AVEIRO                        ,02,ALBERGARIA-A-VELHA            ,06,RIBEIRA DE FRAGUAS                                ,RIBEIRA DE FRAGUAS                                ,0027,ALBERGARIA-A-VELHA            
01,AVEIRO                        ,02,ALBERGARIA-A-VELHA            ,09,ALBERGARIA-A-VELHA E VALMAIOR                     ,ALBERGARIA-A-VELHA E VALMAIOR,0027,ALBERGARIA-A-VELHA            
01,AVEIRO                        ,02,ALBERGARIA-A-VELHA            ,10,SÃO JOÃO DE LOURE E FROSSOS                       ,SÃO JOÃO DE LOURE E FROSSOS,0027,ALBERGARIA-A-VELHA            
01,AVEIRO                        ,03,ANADIA                        ,04,AVELÃS DE CAMINHO                                 ,AVELÃS DE CAMINHO                                 ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,05,AVELÃS DE CIMA                                    ,AVELÃS DE CIMA                                    ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,07,MOITA                                             ,MOITA                                             ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,09,SANGALHOS                                         ,SANGALHOS                                         ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,10,S. LOURENÇO DO BAIRRO                             ,S. LOURENÇO DO BAIRRO                             ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,12,VILA NOVA DE MONSARROS                            ,VILA NOVA DE MONSARROS                            ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,13,VILARINHO DO BAIRRO                               ,VILARINHO DO BAIRRO                               ,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,16,"AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS    ","UNIÃO DAS FREGUESIAS DE AMOREIRA DA GÂNDARA, PAREDES DO BAIRRO E ANCAS",0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,17,ARCOS E MOGOFORES                                 ,UNIÃO DAS FREGUESIAS DE ARCOS E MOGOFORES,0035,ANADIA                        
01,AVEIRO                        ,03,ANADIA                        ,18,"TAMENGOS, AGUIM E ÓIS DO BAIRRO                   ","UNIÃO DAS FREGUESIAS DE TAMENGOS, AGUIM E ÓIS DO BAIRRO",0035,ANADIA                        
01,AVEIRO                        ,04,AROUCA                        ,02,ALVARENGA                                         ,ALVARENGA                                         ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,07,CHAVE                                             ,CHAVE                                             ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,09,ESCARIZ                                           ,ESCARIZ                                           ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,11,FERMEDO                                           ,FERMEDO                                           ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,13,MANSORES                                          ,MANSORES                                          ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,14,MOLDES                                            ,MOLDES                                            ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,15,ROSSAS                                            ,ROSSAS                                            ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,16,SANTA EULALIA                                     ,SANTA EULALIA                                     ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,17,S. MIGUEL DO MATO                                 ,S. MIGUEL DO MATO                                 ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,18,TROPEÇO                                           ,TROPEÇO                                           ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,19,URRO                                              ,URRO                                              ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,20,VARZEA                                            ,VARZEA                                            ,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,21,AROUCA E BURGO                                    ,UNIÃO DAS FREGUESIAS DE AROUCA E BURGO,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,22,CABREIROS E ALBERGARIA DA SERRA                   ,UNIÃO DAS FREGUESIAS DE CABREIROS E ALBERGARIA DA SERRA,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,23,CANELAS E ESPIUNCA                                ,UNIÃO DAS FREGUESIAS DE CANELAS E ESPIUNCA,0043,AROUCA                        
01,AVEIRO                        ,04,AROUCA                        ,24,COVELO DE PAIVÓ E JANARDE                         ,UNIÃO DAS FREGUESIAS DE COVELO DE PAIVÓ E JANARDE,0043,AROUCA                        
01,AVEIRO                        ,05,AVEIRO                        ,01,ARADAS                                            ,ARADAS                                            ,0051,AVEIRO-1.                     
01,AVEIRO                        ,05,AVEIRO                        ,02,CACIA                                             ,CACIA                                             ,3417,AVEIRO-2.                     
01,AVEIRO                        ,05,AVEIRO                        ,05,ESGUEIRA                                          ,ESGUEIRA                                          ,3417,AVEIRO-2.                     
01,AVEIRO                        ,05,AVEIRO                        ,08,OLIVEIRINHA                                       ,OLIVEIRINHA                                       ,3417,AVEIRO-2.                     
01,AVEIRO                        ,05,AVEIRO                        ,10,S. BERNARDO                                       ,S. BERNARDO                                       ,0051,AVEIRO-1.                     
01,AVEIRO                        ,05,AVEIRO                        ,11,S. JACINTO                                        ,S. JACINTO                                        ,0051,AVEIRO-1.                     
01,AVEIRO                        ,05,AVEIRO                        ,13,SANTA JOANA                                       ,SANTA JOANA                                       ,0051,AVEIRO-1.                     
01,AVEIRO                        ,05,AVEIRO                        ,15,EIXO E EIROL                                      ,EIXO E EIROL,3417,AVEIRO-2.                     
01,AVEIRO                        ,05,AVEIRO                        ,16,"REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ         ","REQUEIXO, NOSSA SENHORA DE FÁTIMA E NARIZ",3417,AVEIRO-2.                     
01,AVEIRO                        ,05,AVEIRO                        ,17,GLÓRIA E VERA CRUZ                                ,UNIÃO DAS FREGUESIAS DE GLÓRIA E VERA CRUZ,0051,AVEIRO-1.                     
01,AVEIRO                        ,06,CASTELO DE PAIVA              ,02,FORNOS                                            ,FORNOS                                            ,0060,CASTELO DE PAIVA              
01,AVEIRO                        ,06,CASTELO DE PAIVA              ,06,REAL                                              ,REAL                                              ,0060,CASTELO DE PAIVA              
01,AVEIRO                        ,06,CASTELO DE PAIVA              ,07,SANTA MARIA DE SARDOURA                           ,SANTA MARIA DE SARDOURA                           ,0060,CASTELO DE PAIVA              
01,AVEIRO                        ,06,CASTELO DE PAIVA              ,08,S. MARTINHO DE SARDOURA                           ,S. MARTINHO DE SARDOURA                           ,0060,CASTELO DE PAIVA              
01,AVEIRO                        ,06,CASTELO DE PAIVA              ,10,"RAIVA, PEDORIDO E PARAÍSO                         ","UNIÃO DAS FREGUESIAS DE RAIVA, PEDORIDO E PARAÍSO",0060,CASTELO DE PAIVA              
01,AVEIRO                        ,06,CASTELO DE PAIVA              ,11,SOBRADO E BAIRROS                                 ,UNIÃO DAS FREGUESIAS DE SOBRADO E BAIRROS,0060,CASTELO DE PAIVA              
01,AVEIRO                        ,07,ESPINHO                       ,02,ESPINHO                                           ,ESPINHO                                           ,0078,ESPINHO                       
01,AVEIRO                        ,07,ESPINHO                       ,04,PARAMOS                                           ,PARAMOS                                           ,0078,ESPINHO                       
01,AVEIRO                        ,07,ESPINHO                       ,05,SILVALDE                                          ,SILVALDE                                          ,0078,ESPINHO                       
01,AVEIRO                        ,07,ESPINHO                       ,06,ANTA E GUETIM                                     ,UNIÃO DAS FREGUESIAS DE ANTA E GUETIM,0078,ESPINHO                       
01,AVEIRO                        ,08,ESTARREJA                     ,01,AVANCA                                            ,AVANCA                                            ,0086,ESTARREJA                     
01,AVEIRO                        ,08,ESTARREJA                     ,05,PARDILHO                                          ,PARDILHO                                          ,0086,ESTARREJA                     
01,AVEIRO                        ,08,ESTARREJA                     ,06,SALREU                                            ,SALREU                                            ,0086,ESTARREJA                     
01,AVEIRO                        ,08,ESTARREJA                     ,08,BEDUÍDO E VEIROS                                  ,UNIÃO DAS FREGUESIAS DE BEDUÍDO E VEIROS,0086,ESTARREJA                     
01,AVEIRO                        ,08,ESTARREJA                     ,09,CANELAS E FERMELÃ                                 ,UNIÃO DAS FREGUESIAS DE CANELAS E FERMELÃ,0086,ESTARREJA                     
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,01,ARGONCILHE                                        ,ARGONCILHE                                        ,3441,FEIRA-2                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,02,ARRIFANA                                          ,ARRIFANA                                          ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,04,ESCAPÃES                                          ,ESCAPÃES                                          ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,07,FIÃES                                             ,FIÃES                                             ,3441,FEIRA-2                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,08,FORNOS                                            ,FORNOS                                            ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,13,LOUROSA                                           ,LOUROSA                                           ,3441,FEIRA-2                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,14,MILHEIROS DE POIARES                              ,MILHEIROS DE POIARES                              ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,16,MOZELOS                                           ,MOZELOS                                           ,3441,FEIRA-2                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,17,NOGUEIRA DA REGEDOURA                             ,NOGUEIRA DA REGEDOURA                             ,4170,FEIRA-4                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,18,S. PAIO DE OLEIROS                                ,S. PAIO DE OLEIROS                                ,4170,FEIRA-4                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,19,PAÇOS DE BRANDÃO                                  ,PAÇOS DE BRANDÃO                                  ,4170,FEIRA-4                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,21,RIO MEÃO                                          ,RIO MEÃO                                          ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,22,ROMARIZ                                           ,ROMARIZ                                           ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,24,SANGUEDO                                          ,SANGUEDO                                          ,3441,FEIRA-2                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,25,SANTA MARIA DE LAMAS                              ,SANTA MARIA DE LAMAS                              ,4170,FEIRA-4                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,26,S. JOÃO DE VER                                    ,S. JOÃO DE VER                                    ,0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,32,CALDAS DE SÃO JORGE E PIGEIROS                    ,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,3735,FEIRA-3                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,33,"CANEDO, VALE E VILA MAIOR                         ","UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",3735,FEIRA-3                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,34,"LOBÃO, GIÃO, LOUREDO E GUISANDE                   ","UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",3735,FEIRA-3                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,35,"SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO ","UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",0094,FEIRA-1                       
01,AVEIRO                        ,09,SANTA MARIA DA FEIRA          ,36,SÃO MIGUEL DO SOUTO E MOSTEIRÔ                    ,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,0094,FEIRA-1                       
01,AVEIRO                        ,10,ILHAVO                        ,05,GAFANHA DA ENCARNAÇÃO                             ,GAFANHA DA ENCARNAÇÃO,0108,ILHAVO                        
01,AVEIRO                        ,10,ILHAVO                        ,06,GAFANHA DA NAZARÉ                                 ,GAFANHA DA NAZARÉ,0108,ILHAVO                        
01,AVEIRO                        ,10,ILHAVO                        ,07,GAFANHA DO CARMO                                  ,GAFANHA DO CARMO,0108,ILHAVO                        
01,AVEIRO                        ,10,ILHAVO                        ,08,ÍLHAVO (SÃO SALVADOR)                             ,ÍLHAVO (SÃO SALVADOR),0108,ILHAVO                        
01,AVEIRO                        ,11,MEALHADA                      ,02,BARCOUÇO                                          ,BARCOUÇO                                          ,0116,MEALHADA                      
01,AVEIRO                        ,11,MEALHADA                      ,03,CASAL COMBA                                       ,CASAL COMBA                                       ,0116,MEALHADA                      
01,AVEIRO                        ,11,MEALHADA                      ,04,LUSO                                              ,LUSO                                              ,0116,MEALHADA                      
01,AVEIRO                        ,11,MEALHADA                      ,06,PAMPILHOSA                                        ,PAMPILHOSA                                        ,0116,MEALHADA                      
01,AVEIRO                        ,11,MEALHADA                      ,07,VACARIÇA                                          ,VACARIÇA                                          ,0116,MEALHADA                      
01,AVEIRO                        ,11,MEALHADA                      ,09,"MEALHADA, VENTOSA DO BAIRRO E ANTES               ","UNIÃO DAS FREGUESIAS DA MEALHADA, VENTOSA DO BAIRRO E ANTES",0116,MEALHADA                      
01,AVEIRO                        ,12,MURTOSA                       ,01,BUNHEIRO                                          ,BUNHEIRO                                          ,0124,MURTOSA                       
01,AVEIRO                        ,12,MURTOSA                       ,02,MONTE                                             ,MONTE                                             ,0124,MURTOSA                       
01,AVEIRO                        ,12,MURTOSA                       ,03,MURTOSA                                           ,MURTOSA                                           ,0124,MURTOSA                       
01,AVEIRO                        ,12,MURTOSA                       ,04,TORREIRA                                          ,TORREIRA                                          ,0124,MURTOSA                       
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,01,CARREGOSA                                         ,CARREGOSA                                         ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,02,CESAR                                             ,CESAR                                             ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,03,FAJÕES                                            ,FAJÕES                                            ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,04,LOUREIRO                                          ,LOUREIRO                                          ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,05,MACIEIRA DE SARNES                                ,MACIEIRA DE SARNES                                ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,10,OSSELA                                            ,OSSELA                                            ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,15,S. MARTINHO DA GANDARA                            ,S. MARTINHO DA GANDARA                            ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,18,SÃO ROQUE                                         ,SÃO ROQUE                                         ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,19,VILA DE CUCUJÃES                                  ,VILA DE CUCUJÃES                                  ,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,20,NOGUEIRA DO CRAVO E PINDELO                       ,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,21,"O. AZEMÉIS, RIBA-UL, UL, MACINHATA SEIXA, MADAIL  ","UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,13,OLIVEIRA DE AZEMEIS           ,22,"PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ           ","UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",0132,OLIVEIRA AZEMEIS              
01,AVEIRO                        ,14,OLIVEIRA DO BAIRRO            ,03,OIÃ                                               ,OIÃ                                               ,0140,OLIVEIRA DO BAIRRO            
01,AVEIRO                        ,14,OLIVEIRA DO BAIRRO            ,04,OLIVEIRA DO BAIRRO                                ,OLIVEIRA DO BAIRRO                                ,0140,OLIVEIRA DO BAIRRO            
01,AVEIRO                        ,14,OLIVEIRA DO BAIRRO            ,05,PALHAÇA                                           ,PALHAÇA                                           ,0140,OLIVEIRA DO BAIRRO            
01,AVEIRO                        ,14,OLIVEIRA DO BAIRRO            ,07,"BUSTOS, TROVISCAL E MAMARROSA                     ","UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",0140,OLIVEIRA DO BAIRRO            
01,AVEIRO                        ,15,OVAR                          ,02,CORTEGAÇA                                         ,CORTEGAÇA                                         ,0159,OVAR                          
01,AVEIRO                        ,15,OVAR                          ,03,ESMORIZ                                           ,ESMORIZ                                           ,0159,OVAR                          
01,AVEIRO                        ,15,OVAR                          ,04,MACEDA                                            ,MACEDA                                            ,0159,OVAR                          
01,AVEIRO                        ,15,OVAR                          ,07,VALEGA                                            ,VALEGA                                            ,0159,OVAR                          
01,AVEIRO                        ,15,OVAR                          ,09,"OVAR, S.JOÃO, ARADA E S.VICENTE DE PEREIRA JUSÃ   ","UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",0159,OVAR                          
01,AVEIRO                        ,16,S. JOÃO DA MADEIRA            ,01,S. JOÃO DA MADEIRA                                ,S. JOÃO DA MADEIRA                                ,0167,S. JOAO DA MADEIRA            
01,AVEIRO                        ,17,SEVER DO VOUGA                ,02,COUTO DE ESTEVES                                  ,COUTO DE ESTEVES                                  ,0175,SEVER DO VOUGA                
01,AVEIRO                        ,17,SEVER DO VOUGA                ,04,PESSEGUEIRO DO VOUGA                              ,PESSEGUEIRO DO VOUGA                              ,0175,SEVER DO VOUGA                
01,AVEIRO                        ,17,SEVER DO VOUGA                ,05,ROCAS DO VOUGA                                    ,ROCAS DO VOUGA                                    ,0175,SEVER DO VOUGA                
01,AVEIRO                        ,17,SEVER DO VOUGA                ,06,SEVER DO VOUGA                                    ,SEVER DO VOUGA                                    ,0175,SEVER DO VOUGA                
01,AVEIRO                        ,17,SEVER DO VOUGA                ,08,TALHADAS                                          ,TALHADAS                                          ,0175,SEVER DO VOUGA                
01,AVEIRO                        ,17,SEVER DO VOUGA                ,10,CEDRIM E PARADELA                                 ,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,0175,SEVER DO VOUGA                
01,AVEIRO                        ,17,SEVER DO VOUGA                ,11,SILVA ESCURA E DORNELAS                           ,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,0175,SEVER DO VOUGA                
01,AVEIRO                        ,18,VAGOS                         ,01,CALVÃO                                            ,CALVÃO                                            ,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,04,GAFANHA DA BOA HORA                               ,GAFANHA DA BOA HORA                               ,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,05,OUCA                                              ,OUCA                                              ,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,07,SOZA                                              ,SOZA                                              ,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,10,SANTO ANDRE DE VAGOS                              ,SANTO ANDRE DE VAGOS                              ,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,12,FONTE DE ANGEÃO E COVÃO DO LOBO                   ,UNIÃO DAS FREGUESIAS DE FONTE DE ANGEÃO E COVÃO DO LOBO,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,13,PONTE DE VAGOS E SANTA CATARINA                   ,UNIÃO DAS FREGUESIAS DE PONTE DE VAGOS E SANTA CATARINA,0183,VAGOS                         
01,AVEIRO                        ,18,VAGOS                         ,14,VAGOS E SANTO ANTÓNIO                             ,UNIÃO DAS FREGUESIAS DE VAGOS E SANTO ANTÓNIO,0183,VAGOS                         
01,AVEIRO                        ,19,VALE DE CAMBRA                ,01,ARÕES                                             ,ARÕES                                             ,0191,VALE DE CAMBRA                
01,AVEIRO                        ,19,VALE DE CAMBRA                ,02,SÃO PEDRO DE CASTELÕES                            ,SÃO PEDRO DE CASTELÕES                            ,0191,VALE DE CAMBRA                
01,AVEIRO                        ,19,VALE DE CAMBRA                ,03,CEPELOS                                           ,CEPELOS                                           ,0191,VALE DE CAMBRA                
01,AVEIRO                        ,19,VALE DE CAMBRA                ,05,JUNQUEIRA                                         ,JUNQUEIRA                                         ,0191,VALE DE CAMBRA                
01,AVEIRO                        ,19,VALE DE CAMBRA                ,06,MACIEIRA DE CAMBRA                                ,MACIEIRA DE CAMBRA                                ,0191,VALE DE CAMBRA                
01,AVEIRO                        ,19,VALE DE CAMBRA                ,07,ROGE                                              ,ROGE                                              ,0191,VALE DE CAMBRA                
01,AVEIRO                        ,19,VALE DE CAMBRA                ,10,"VILA CHÃ, CODAL E VILA COVA DE PERRINHO           ","UNIÃO DAS FREGUESIAS DE VILA CHÃ, CODAL E VILA COVA DE PERRINHO",0191,VALE DE CAMBRA                
02,BEJA                          ,01,ALJUSTREL                     ,02,ERVIDEL                                           ,ERVIDEL                                           ,0205,ALJUSTREL                     
02,BEJA                          ,01,ALJUSTREL                     ,03,MESSEJANA                                         ,MESSEJANA                                         ,0205,ALJUSTREL                     
02,BEJA                          ,01,ALJUSTREL                     ,04,S. JOÃO DE NEGRILHOS                              ,S. JOÃO DE NEGRILHOS                              ,0205,ALJUSTREL                     
02,BEJA                          ,01,ALJUSTREL                     ,06,ALJUSTREL E RIO DE MOINHOS                        ,UNIÃO DAS FREGUESIAS DE ALJUSTREL E RIO DE MOINHOS,0205,ALJUSTREL                     
02,BEJA                          ,02,ALMODOVAR                     ,03,ROSARIO                                           ,ROSARIO                                           ,0213,ALMODOVAR                     
02,BEJA                          ,02,ALMODOVAR                     ,05,SANTA CRUZ                                        ,SANTA CRUZ                                        ,0213,ALMODOVAR                     
02,BEJA                          ,02,ALMODOVAR                     ,06,S. BARNABE                                        ,S. BARNABE                                        ,0213,ALMODOVAR                     
02,BEJA                          ,02,ALMODOVAR                     ,08,ALDEIA DOS FERNANDES                              ,ALDEIA DOS FERNANDES                              ,0213,ALMODOVAR                     
02,BEJA                          ,02,ALMODOVAR                     ,09,ALMODÔVAR E GRAÇA DOS PADRÕES                     ,UNIÃO DAS FREGUESIAS DE ALMODÔVAR E GRAÇA DOS PADRÕES,0213,ALMODOVAR                     
02,BEJA                          ,02,ALMODOVAR                     ,10,SANTA CLARA-A-NOVA E GOMES AIRES                  ,UNIÃO DAS FREGUESIAS DE SANTA CLARA-A-NOVA E GOMES AIRES,0213,ALMODOVAR                     
02,BEJA                          ,03,ALVITO                        ,01,ALVITO                                            ,ALVITO                                            ,0221,ALVITO                        
02,BEJA                          ,03,ALVITO                        ,02,VILA NOVA DA BARONIA                              ,VILA NOVA DA BARONIA                              ,0221,ALVITO                        
02,BEJA                          ,04,BARRANCOS                     ,01,BARRANCOS                                         ,BARRANCOS                                         ,0230,BARRANCOS                     
02,BEJA                          ,05,BEJA                          ,02,BALEIZÃO                                          ,BALEIZÃO                                          ,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,03,BERINGEL                                          ,BERINGEL                                          ,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,04,CABEÇA GORDA                                      ,CABEÇA GORDA                                      ,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,06,NOSSA SENHORA DAS NEVES                           ,NOSSA SENHORA DAS NEVES                           ,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,10,SANTA CLARA DE LOUREDO                            ,SANTA CLARA DE LOUREDO                            ,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,16,S. MATIAS                                         ,S. MATIAS                                         ,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,19,ALBERNOA E TRINDADE                               ,UNIÃO DAS FREGUESIAS DE ALBERNOA E TRINDADE,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,20,BEJA (SALVADOR E SANTA MARIA DA FEIRA)            ,UNIÃO DAS FREGUESIAS DE BEJA (SALVADOR E SANTA MARIA DA FEIRA),0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,21,BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA)         ,UNIÃO DAS FREGUESIAS DE BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,22,SALVADA E QUINTOS                                 ,UNIÃO DAS FREGUESIAS DE SALVADA E QUINTOS,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,23,SANTA VITÓRIA E MOMBEJA                           ,UNIÃO DAS FREGUESIAS DE SANTA VITÓRIA E MOMBEJA,0248,BEJA                          
02,BEJA                          ,05,BEJA                          ,24,TRIGACHES E SÃO BRISSOS                           ,UNIÃO DAS FREGUESIAS DE TRIGACHES E SÃO BRISSOS,0248,BEJA                          
